bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood,title_clean,title_lower,author_clean
35287,Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry,3.69,373793189,9780370000000.0,English,249,499.0,46,27-02-2007,Harlequin Blaze,Thriller,"Tension builds through close escapes, uncertain motives, and a constant sense that something important is being concealed. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Group Biography (Prosopography),Medium,All Ages,Happy,Take on Me (Secret Lives of Daytime Divas  #1),take on me (secret lives of daytime divas  #1),sarahmayberry
35288,All Over You (Secret Lives of Daytime Divas  #2),Sarah Mayberry,3.73,373793243,9780370000000.0,English,251,521.0,35,27-03-2007,Harlequin Blaze,Thriller,"Tension builds through close escapes, uncertain motives, and a constant sense that something important is being concealed. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Group Biography (Prosopography),Medium,All Ages,Happy,All Over You (Secret Lives of Daytime Divas  #2),all over you (secret lives of daytime divas  #2),sarahmayberry
35289,The 33 Strategies of War,Robert Greene,4.3,670034576,9780670000000.0,English (US),496,8005.0,383,19-01-2006,Viking,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,The 33 Strategies of War,the 33 strategies of war,robertgreene
35291,Jimmy Stewart: A Biography,Marc Eliot,3.85,1400052211,9781400000000.0,English,463,955.0,95,06-11-2006,Harmony,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Biography,High,All Ages,Happy,Jimmy Stewart: A Biography,jimmy stewart: a biography,marceliot
35292,Jimmy Stewart: Bomber Pilot,Starr Smith,3.93,760328242,9780760000000.0,English,320,441.0,57,15-11-2006,Zenith Press,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Jimmy Stewart: Bomber Pilot,jimmy stewart: bomber pilot,starrsmith
35295,Jimmy Stewart: The Truth Behind the Legend,Michael Munn,3.97,1569803102,9781570000000.0,English,317,212.0,35,30-05-2006,Barricade Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Jimmy Stewart: The Truth Behind the Legend,jimmy stewart: the truth behind the legend,michaelmunn
35308,Dirt (Stone Barrington  #2),Stuart Woods,3.89,61094234,9780060000000.0,English (US),448,6279.0,274,07-08-1997,HarperTorch,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Dirt (Stone Barrington  #2),dirt (stone barrington  #2),stuartwoods
35313,La Ley del Exito,Paramahansa Yogananda,4.44,876121512,9780880000000.0,Spanish,32,,Currently not available,01-06-1998,Self-Realization Fellowship Publishers,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,currently not available,All Ages,Happy,La Ley del Exito,la ley del exito,paramahansayogananda
35324,Incident at Exeter,John G. Fuller,3.56,425039293,9780430000000.0,English (US),221,51.0,7,15-04-1978,Berkley Books (NY),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Incident at Exeter,incident at exeter,johngfuller
35329,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,4.27,393703274,9780390000000.0,English,208,1506.0,45,17-10-2000,W. W. Norton  Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,the body remembers: the psychophysiology of trauma and trauma treatment,babetterothschild
35332,Remember (Redemption  #2),Karen Kingsbury,4.43,842356290,9780840000000.0,English,432,18445.0,388,01-01-2003,Tyndale House Publishers,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Remember (Redemption  #2),remember (redemption  #2),karenkingsbury
35334,A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh,4.08,440236630,9780440000000.0,English,361,7791.0,360,04-03-2003,Dell,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,A Summer to Remember (Bedwyn Prequels  #2),a summer to remember (bedwyn prequels  #2),marybalogh
35335,Because I Remember Terror  Father  I Remember You,Sue William Silverman,4.11,820321753,9780820000000.0,English (US),288,725.0,61,02-09-1999,University of Georgia Press,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Emotional,Because I Remember Terror  Father  I Remember You,because i remember terror  father  i remember you,suewilliamsilverman
35347,The Last Story (Remember Me  #3),Christopher Pike,3.65,689854595,9780690000000.0,English,256,2208.0,62,01-09-2002,Simon Pulse,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Last Story (Remember Me  #3),the last story (remember me  #3),christopherpike
35348,A Place Where the Sea Remembers,Sandra Benítez,3.62,671892673,9780670000000.0,English,176,757.0,103,05-02-1995,Scribner,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,A Place Where the Sea Remembers,a place where the sea remembers,sandrabenítez
35349,She Who Remembers (Kwani  #1),Linda Lay Shuler,4.03,451211448,9780450000000.0,English,496,6737.0,148,05-08-2003,NAL Trade,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,She Who Remembers (Kwani  #1),she who remembers (kwani  #1),lindalayshuler
35350,What the Body Remembers,Shauna Singh Baldwin,3.89,385496052,9780390000000.0,English,471,2340.0,153,16-01-2001,Anchor,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,What the Body Remembers,what the body remembers,shaunasinghbaldwin
35352,Long Gone Lonesome Blues (The Texas Brands  #4),Maggie Shayne,4.25,373078544,9780370000000.0,English,251,398.0,15,01-04-1998,Silhouette,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Long Gone Lonesome Blues (The Texas Brands  #4),long gone lonesome blues (the texas brands  #4),maggieshayne
35365,Remember When (Foster Saga  #1),Judith McNaught,3.95,1416530746,9781420000000.0,English,418,10632.0,252,25-04-2006,Pocket Books,Fantasy,"Set in a world where unusual powers and hidden forces shape everyday life, the story follows characters who move between danger and wonder. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Remember When (Foster Saga  #1),remember when (foster saga  #1),judithmcnaught
35368,A Kiss to Remember (Once Upon a Time  #3),Teresa Medeiros,3.89,553581856,9780550000000.0,English,353,3634.0,201,30-04-2002,Bantam,"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Romantic,A Kiss to Remember (Once Upon a Time  #3),a kiss to remember (once upon a time  #3),teresamedeiros
35400,Star Wars: The Complete Visual Dictionary,James Luceno,4.33,756622387,9780760000000.0,English,272,1094.0,40,25-09-2006,DK Children,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Star Wars: The Complete Visual Dictionary,star wars: the complete visual dictionary,jamesluceno
35402,Star Wars: The Ultimate Visual Guide,Daniel  Wallace,4.33,756630525,9780760000000.0,English,160,945.0,17,19-03-2007,DK Children,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,High,All Ages,Adventurous,Star Wars: The Ultimate Visual Guide,star wars: the ultimate visual guide,danielwallace
35404,Star Wars Complete Locations,James Luceno,4.31,756614198,9780760000000.0,English,175,141.0,9,31-12-2005,DK Publishing (Dorling Kindersley),"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars Complete Locations,star wars complete locations,jamesluceno
35406,Lego Star Wars: Prima Official Game Guide,Michael Littlefield,4.62,761554912,9780760000000.0,English,128,27.0,2,12-09-2006,Prima Games,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Low,All Ages,Adventurous,Lego Star Wars: Prima Official Game Guide,lego star wars: prima official game guide,michaellittlefield
35407,Star Wars: The New Essential Guide to Alien Species,Ann Margaret Lewis,4.18,34547760,9780350000000.0,English,227,259.0,11,31-10-2006,Del Rey,"Historical, Non-fiction, Self-Help, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Medium,All Ages,Adventurous,Star Wars: The New Essential Guide to Alien Species,star wars: the new essential guide to alien species,annmargaretlewis
35409,Star Wars:  The New Essential Chronology,Daniel  Wallace,4.3,345449010,9780350000000.0,English,256,642.0,11,25-10-2005,Del Rey,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars:  The New Essential Chronology,star wars:  the new essential chronology,danielwallace
35412,The Swarm War (Star Wars: Dark Nest  #3),Troy Denning,3.49,345463056,9780350000000.0,English,357,3852.0,55,27-12-2005,Del Rey Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Swarm War (Star Wars: Dark Nest  #3),the swarm war (star wars: dark nest  #3),troydenning
35413,Star Wars: Empire  Volume 7: The Wrong Side of the War,Welles Hartley,3.79,1593077092,9781590000000.0,English,144,109.0,7,30-01-2007,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Star Wars: Empire  Volume 7: The Wrong Side of the War,star wars: empire  volume 7: the wrong side of the war,welleshartley
35414,Allegiance (Star Wars),Timothy Zahn,3.99,345477383,9780350000000.0,English,324,6874.0,280,30-01-2007,Del Rey,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Allegiance (Star Wars),allegiance (star wars),timothyzahn
35415,Creating the Worlds of Star Wars: 365 Days,John Knoll,4.13,810959364,9780810000000.0,English,744,87.0,10,01-10-2005,Harry N. Abrams,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Creating the Worlds of Star Wars: 365 Days,creating the worlds of star wars: 365 days,johnknoll
35417,Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,John Ostrander,3.85,1569719624,9781570000000.0,English,128,911.0,38,15-09-2003,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,High,All Ages,Happy,Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,star wars: clone wars  volume 1: the defense of kamino and other tales,johnostrander
35419,The Making of Star Wars (Star Wars:  The Making of  #1),J.W. Rinzler,4.53,345494768,9780350000000.0,English,362,1198.0,95,24-04-2007,Del Rey,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Making of Star Wars (Star Wars:  The Making of  #1),the making of star wars (star wars:  the making of  #1),jwrinzler
35421,Star Wars:  The New Essential Guide to Weapons & Technology,W. Haden Blackman,4.08,345449037,9780350000000.0,English,224,211.0,7,26-10-2004,Del Rey,"Historical, Non-fiction, Self-Help, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Medium,All Ages,Adventurous,Star Wars:  The New Essential Guide to Weapons & Technology,star wars:  the new essential guide to weapons & technology,whadenblackman
35422,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin,3.86,811828034,9780810000000.0,English,60,205.0,15,01-07-2000,Chronicle Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,the star wars cookbook ii: darth malt and more galactic recipes,wesleymartin
35424,You Can Draw: Star Wars,Bonnie Burton,4.05,75662343,9780760000000.0,English,96,48.0,11,15-01-2007,DK Children,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,You Can Draw: Star Wars,you can draw: star wars,bonnieburton
35425,Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,Thomas Andrews,3.68,1593076274,9781590000000.0,English,144,124.0,10,07-11-2006,Dark Horse Books,"Family, Family Drama, Historical, War","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Emotional,Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,star wars: empire  volume 6: in the shadows of their fathers,thomasandrews
35426,Star Wars:  The New Essential Guide to Vehicles & Vessels,W. Haden Blackman,4.12,345449029,9780350000000.0,English,200,209.0,7,30-09-2003,Del Rey,"Historical, Non-fiction, Self-Help, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Medium,All Ages,Adventurous,Star Wars:  The New Essential Guide to Vehicles & Vessels,star wars:  the new essential guide to vehicles & vessels,whadenblackman
35427,Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller,4.07,1593076401,9781590000000.0,English,152,1791.0,100,05-12-2006,Dark Horse Comics,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),star wars: knights of the old republic  vol. 1: commencement (star wars: knights of the old republic  #1),johnjacksonmiller
35428,The Star Wars Poster Book,Stephen J. Sansweet,4.5,811848833,9780810000000.0,English,320,60.0,2,29-09-2005,Chronicle Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The Star Wars Poster Book,the star wars poster book,stephenjsansweet
35431,Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander,4.11,1593075537,9781590000000.0,English,144,422.0,25,08-08-2006,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars: Clone Wars  Volume 9: Endgame,star wars: clone wars  volume 9: endgame,johnostrander
35432,Wookiee Cookies: A Star Wars Cookbook,Robin  Davis,3.93,811821846,9780810000000.0,English,132,952.0,57,01-09-1998,Chronicle Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Wookiee Cookies: A Star Wars Cookbook,wookiee cookies: a star wars cookbook,robindavis
35433,Star Wars:  The New Essential Guide to Characters,Daniel  Wallace,3.98,345449002,9780350000000.0,English,224,365.0,3,23-04-2002,Del Rey,"Historical, Non-fiction, Self-Help, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Medium,All Ages,Adventurous,Star Wars:  The New Essential Guide to Characters,star wars:  the new essential guide to characters,danielwallace
35434,The Star Wars Trilogy,George Lucas,4.25,345475828,9780350000000.0,English,705,4365.0,138,31-08-2004,Del Rey,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Star Wars Trilogy,the star wars trilogy,georgelucas
35437,Star Wars Tales  Vol. 1,Dave Land,3.89,1569716196,9781570000000.0,English,220,932.0,36,27-01-2004,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,High,All Ages,Happy,Star Wars Tales  Vol. 1,star wars tales  vol. 1,daveland
35439,Complete Star Wars Trilogy Scrapbook Re-issue,David Levithan,3.14,439681308,9780440000000.0,English,64,7.0,1,01-10-2004,Scholastic Paperbacks,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Complete Star Wars Trilogy Scrapbook Re-issue,complete star wars trilogy scrapbook re-issue,davidlevithan
35440,Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander,4.04,1593073526,9781590000000.0,English,168,487.0,18,02-08-2005,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars: Clone Wars  Volume 6: On the Fields of Battle,star wars: clone wars  volume 6: on the fields of battle,johnostrander
35441,Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,John Ostrander,4.1,1593074824,9781590000000.0,English,144,424.0,20,11-04-2006,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,star wars: clone wars  volume 8: the last siege  the final truth,johnostrander
35448,Star by Star (Star Wars: The New Jedi Order  #9),Troy Denning,3.95,99410389,9780100000000.0,English,605,7740.0,108,03-10-2002,Arrow,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Star by Star (Star Wars: The New Jedi Order  #9),star by star (star wars: the new jedi order  #9),troydenning
35450,Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,James Luceno,4.16,756611288,9780760000000.0,English,64,748.0,18,02-04-2005,DK Children,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,star wars: episode iii - revenge of the sith: the visual dictionary,jamesluceno
35451,The Wildlife of Star Wars,Terryl Whitlatch,4.42,811828697,9780810000000.0,English,173,417.0,27,01-09-2001,Chronicle Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Wildlife of Star Wars,the wildlife of star wars,terrylwhitlatch
35454,The Dharma of Star Wars,Matthew Bortolin,4.03,861714970,9780860000000.0,English,224,371.0,37,15-04-2005,Wisdom Publications,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Dharma of Star Wars,the dharma of star wars,matthewbortolin
